ID,Nombre,Categoria
"00015554","CONDOMINIO BATIK CALI CRA 138","Conjuntos residenciales"
"00017733","CONDOMINIO BEACH CLUB CRA 9 NO 70 55 CRESPO","Conjuntos residenciales"
"00002530","CONDOMINIO BRISAS DE LA MONTAÑA NARIÑO KM 2","Conjuntos residenciales"
"00014974","CONDOMINIO BRISAS DEL MAR PH","Conjuntos residenciales"
"00014151","CONDOMINIO C VILLAS DE PALONEGRO","Conjuntos residenciales"
"00022734","CONDOMINIO CAMINO DE LA MARIA CALI","Conjuntos residenciales"
"00014986","CONDOMINIO CAMINO REAL AGRUPACION I","Conjuntos residenciales"
"00007649","CONDOMINIO CAMINOS DE SEVILLA CALLE 4 20A 41","Conjuntos residenciales"
"00013629","CONDOMINIO CAMPESTR SANTA LUCIA VEREDA BOJACA","Conjuntos residenciales"
"00017740","CONDOMINIO CAMPESTRE CACIQUE REAL CLL 74 NO 5342","Conjuntos residenciales"
"00016151","CONDOMINIO CAMPESTRE PALMA REAL","Conjuntos residenciales"
"00022589","CONDOMINIO CAMPESTRE PIEDRA SANTA","Conjuntos residenciales"
"00021040","CONDOMINIO CAMPESTRE VILLA LUCIA PH","Conjuntos residenciales"
"00006214","CONDOMINIO CAMPESTRE VILLA PARAISO VEREDA EL CAIRO","Conjuntos residenciales"
"00010124","CONDOMINIO CAMPESTRE VILLAS DEL CAFÉ CR 11 14 42","Conjuntos residenciales"
"00000688","CONDOMINIO CAMPESTRE VILLAVENTO CRA 5 ESTE 14 104","Conjuntos residenciales"
"00017759","CONDOMINIO CAMPO VERDE CALI CALLE 59 1 D 28","Conjuntos residenciales"
"00013941","CONDOMINIO CERRO VERDE CALI","Conjuntos residenciales"
"00001322","CONDOMINIO EDIF MIRADOR FLORESTA","Conjuntos residenciales"
"00024440","CONDOMINIO EDIFICIO DALI PHA","Conjuntos residenciales"
"00014564","Condominio edificio granada","Conjuntos residenciales"
"00009418","CONDOMINIO EDIFICIO PIAMONTE CLL 13 NORTE NO 9 52","Conjuntos residenciales"
"00017831","CONDOMINIO EDIFICIO SURCO AV 0 11153 QUINTA VELEZ","Conjuntos residenciales"
"00028837","CONDOMINIO EL CASCAJAL","Conjuntos residenciales"
"00010547","CONDOMINIO EL ÉXITO VIA VEREDA BUSCAVIDAS","Conjuntos residenciales"
"00002326","CONDOMINIO EL FERROL EDIFICIO UNO CLL 9 D 69 B 80","Conjuntos residenciales"
"00010150","CONDOMINIO EL OITI PARQUEADEROS","Conjuntos residenciales"
"00022823","CONDOMINIO EL PORVENIR CALIMA","Conjuntos residenciales"
"00017800","CONDOMINIO INDUSTRIAL LA NUBIA PH KM 15 VIACAVASA","Conjuntos residenciales"
"00008703","CONDOMINIO LA COLINA REAL TV 22 NO 9 10B LA COLINA","Conjuntos residenciales"
"00021337","CONDOMINIO LA HERRERIA CONJUNTO 3 VIA CALI","Conjuntos residenciales"
"00017375","CONDOMINIO LA HERRERIA CONJUNTO 4","Conjuntos residenciales"
"00015195","CONDOMINIO LA MARAVILLA VIA TOCAIMA","Conjuntos residenciales"
"00017788","CONDOMINIO LAGO CLUB CRA 121 18 81","Conjuntos residenciales"
"00012596","CONDOMINIO LOS ANGELES CLUB RES CR24 6 21 Vnariño","Conjuntos residenciales"
"00026218","CONDOMINIO LOS GIRASOLES VILLAVICEN","Conjuntos residenciales"
"00017040","CONDOMINIO MARSELLA CALI CRA 34 13 51","Conjuntos residenciales"
"00012569","CONDOMINIO MONET CRA30 34 39 Bucaramanga Colombia","Conjuntos residenciales"
"00008947","CONDOMINIO NUEVA GALICIA PH CALLE 55 NO 40 44","Conjuntos residenciales"
"00002560","CONDOMINIO OCARINA CRA 5 NO 10 20 SAN JORGE CALIMA","Conjuntos residenciales"
"00007396","CONDOMINIO PACANDE CLL 12 SUR NO 18 81 VILLAVICENC","Conjuntos residenciales"
"00013013","CONDOMINIO PAISAJES DEL CASTILLO","Conjuntos residenciales"
"00017808","CONDOMINIO PALMA DE MALLORCA CRA 66 NO 2 A 20 CALI","Conjuntos residenciales"
"00021200","Condominio Parcelacion Calimas","Conjuntos residenciales"
"00008057","CONDOMINIO PARQUE 50 CALLE 12A 50 25","Conjuntos residenciales"
"00010229","CONDOMINIO PARQUE RESIDENCIAL CALLE 15 NO 4 104","Conjuntos residenciales"
"00008621","CONDOMINIO PARQUES DE CASTILLA CALLE 37 B CRA 14","Conjuntos residenciales"
"00007965","CONDOMINIO PARQUES DE PAKISTAN V ET KM3 VIA GIRARD","Conjuntos residenciales"
"00002612","CONDOMINIO PIO XIL REAL PH CRA 40 A NO 4 B 26","Conjuntos residenciales"
"00005936","CONDOMINIO PORTAL DE PENALISA","Conjuntos residenciales"
"00025992","CONDOMINIO PRADERA BOREAL ARMENIA","Conjuntos residenciales"
"00005329","CONDOMINIO REAL DEL LLANO CALLE REAL 5A 42","Conjuntos residenciales"
"00002620","CONDOMINIO REMANSO DE LA MORADA KM 7 VIA CALI","Conjuntos residenciales"
"00005857","CONDOMINIO RESID CEDRO REAL PH CRA 14 NO 151 60","Conjuntos residenciales"
"00016015","CONDOMINIO SAMANES DEL CASTILLO VIA CALI JAMUNDI","Conjuntos residenciales"
"00004884","CONDOMINIO SANTA CATALINA IV CALLE 35 NO 14 59","Conjuntos residenciales"
"00014448","CONDOMINIO SANTA CECILIA II","Conjuntos residenciales"
"00002628","CONDOMINIO SANTA HAGIA SOFIA KM 1 AVDA EL PALMAR","Conjuntos residenciales"
"00006778","CONDOMINIO SANTA MARIA CL 6 SUR NO 24A 27 REMANSOS","Conjuntos residenciales"
"00014001","CONDOMINIO SANTA MARIA DEL MAR","Conjuntos residenciales"
"00024564","CONDOMINIO SANTA MARIA DELCAMPESTRE","Conjuntos residenciales"
"00002292","CONDOMINIO SANTA MARIA IL CLL 6 SUR NO 23 51","Conjuntos residenciales"
"00017783","CONDOMINIO SANTA MARIA PH CALI CLL 2A NO 66 72","Conjuntos residenciales"
"00009372","CONDOMINIO SANTA PAULA ETAPA I CRA 34A N 5 120 SUR","Conjuntos residenciales"
"00015316","CONDOMINIO SANTANA CR34 No5 120 SUR","Conjuntos residenciales"
"00029461","CONDOMINIO TORRES DE ALEJANDRIA","Conjuntos residenciales"
"00002631","CONDOMINIO TORRES DE CATTANIA CRA 7 NO 10 N 78","Conjuntos residenciales"
"00023952","CONDOMINIO TORRES DE LA PRADERA I","Conjuntos residenciales"
"00003643","CONDOMINIO TORRES DE MILANO CLL 48N NO 9 126","Conjuntos residenciales"
"00002046","CONDOMINIO TORRES DE SALERNO CARRERA 35 5 91 SUR","Conjuntos residenciales"
"00002632","CONDOMINIO TORRES DE SAN AGUSTIN CRA 85E NO 42 50","Conjuntos residenciales"
"00014625","CONDOMINIO TORRES VERDES PH","Conjuntos residenciales"
"00015497","CONDOMINIO TURIN CLUB HOUSE PH","Conjuntos residenciales"
"00017799","CONDOMINIO VALLE DEL EDEN CALI CLL 18 125200","Conjuntos residenciales"
"00017792","CONDOMINIO VILLA CAMPESTRE CRA 53 NO 132 10","Conjuntos residenciales"
"00013987","CONDOMINIO VILLA CAMPESTRE DEL RIO I CLL 14C 79 20","Conjuntos residenciales"
"00002547","CONDOMINIO VILLA CAMPESTRE DEL RIO IL CL 14 C 7460","Conjuntos residenciales"
"00002635","CONDOMINIO VILLA DE LAS MERCEDES KM 1 VIA CHIPAYA","Conjuntos residenciales"
"00009859","CONDOMINIO VILLA MEDINA CALLE 2 NO 7 158 FLANDES","Conjuntos residenciales"
"00023836","CONDOMINIO VILLAS DE TOLEDO PH","Conjuntos residenciales"
"00017793","CONDOMINIO VILLAS DEL BANCO CALI CRA 127 945","Conjuntos residenciales"
"00010823","CONDOMINIO VILLAS DEL LAGO KM1 VIA DARIEN JIGUALES","Conjuntos residenciales"
"00023900","CONDOMINO CAMINO REAL AGRUP IV","Conjuntos residenciales"
"00015255","CONDOMINO CAMINO REAL AGRUPACION II","Conjuntos residenciales"
"00026151","condomnio club los cedros","Conjuntos residenciales"
"00020848","CONEXION EVENTOS Y SERVICIOS","Otros Servicios"
"00004099","CONJ ALAMEDA DE SANTAFE ETAPA I CLL 182 NO 45 24","Conjuntos residenciales"
"00012147","CONJ ALEJANDRIA REAL ET VI MZ8 CLL 7 3A 16","Conjuntos residenciales"
"00017886","CONJ ALEJANDRIA REAL PARQUE RESID ET8 M9 CL7 3 41","Conjuntos residenciales"
"00030120","CONJ AMARANTO CALI","Conjuntos residenciales"
"00000782","CONJ AMERICAS CLUB RESID ETAPA 1 CL 3 SUR 69A 60","Conjuntos residenciales"
"00030178","CONJ BALTICO PH CARTAGENA","Conjuntos residenciales"
"00007709","CONJ C TORREON BUENAVISTA DE LA POLA CL 4 4 54","Conjuntos residenciales"
"00030221","CONJ CAMINO REAL X ET II SEC","Conjuntos residenciales"
"00017896","CONJ CAMPTRE CHICAMOCHA REAL CRA 20 3447 OF 202","Conjuntos residenciales"
"00024665","CONJ CD DEL PARQUE SALAMANCA","Conjuntos residenciales"
"00024361","CONJ CERRADO BALC SANTA HELENA","Conjuntos residenciales"
"00017877","CONJ CERRADO CARBONERO PARQUE RESID CL 14 1978","Conjuntos residenciales"
"00007506","CONJ CERRADO CIUDADELA EL PORVENIR CR 14 NO 149 51","Conjuntos residenciales"
"00002860","CONJ CERRADO CLUB RESID YERBABUENA CRA 5 NO 103 92","Conjuntos residenciales"
"00006840","CONJ CERRADO FUENTE REAL CRA 8 NO 129 167 IBAGUE","Conjuntos residenciales"
"00002441","CONJ CERRADO PARQUE DE TIERRA LINDA CLL 75 NO 5 90","Conjuntos residenciales"
"00016598","CONJ CERRADO SANTA CLARA KR 20CNo8 36 LA PRIMAVERA","Conjuntos residenciales"
"00001327","CONJ CERRADO TORREON DE PIEDRA PINTADA ET1 CLL 57","Conjuntos residenciales"
"00016855","CONJ CERRADO TORRES DEL BOSQUE 1","Conjuntos residenciales"
"00016274","CONJ DE PROP HORIZ TORRES DE SAN PEDRO CL17No7 33","Conjuntos residenciales"
"00001342","CONJ DE USO MIXTO PARQUES DE VILLA ANITA PH CR 78A","Conjuntos residenciales"
"00029023","CONJ DE VIV TORRES DE SANTA LUCIA","Conjuntos residenciales"
"00012213","CONJ DE VIVIENDA NORTE CLUB CRA26B 1N 115 171 231","Conjuntos residenciales"
"00015792","CONJ EDIFICIO LA ESQUINA DEL PARQ 1 CRA 72 Q NO 35","Conjuntos residenciales"
"00009076","CONJ GRANADA CLUB RESIDET V INT 2 DG 77B N 116B 42","Conjuntos residenciales"
"00003042","CONJ GUALANDAY BRISAS DE LOS ALAMOS AV2 NTE 75H 35","Conjuntos residenciales"
"00017871","CONJ HABITACIONAL SAYAB CALI CL 15 NO 56 00","Conjuntos residenciales"
"00030108","CONJ INDIGO CR 98 58 66 CALI","Conjuntos residenciales"
"00001361","CONJ INDUSTRIAL EL PORVENIR 2 MOSQ CR 13A NO 5A 20","Conjuntos residenciales"
"00017066","CONJ INDUSTRIAL PORVENIR 1 ET MONTANA MOSQ CRA13 A","Conjuntos residenciales"
"00008921","CONJ INMOBILIARIO NUEVO MUNDO PH CRA 74 NO 53 55","Conjuntos residenciales"
"00028802","CONJ MADRIGAL CR 72 10 40 CALI","Conjuntos residenciales"
"00027687","CONJ MULTF TORRES DE LOS PINOS","Conjuntos residenciales"
"00015558","CONJ MULTI TORRES DE DONA LUPE 2","Conjuntos residenciales"
"00016613","CONJ MULTIF COOPDESARROLLO AV SANTANDE CL147No1127","Conjuntos residenciales"
"00005184","CONJ MULTIF FARALLONES 22 VILLAS CAMPESTRE CR 126","Conjuntos residenciales"
"00004167","CONJ MULTIF PRADO DE VILLA NUEVA CR 50A 57 51","Conjuntos residenciales"
"00022179","CONJ MULTIF PRADO DE VILLA NUEVA CRA 50A NO 57 51","Conjuntos residenciales"
"00005220","CONJ MULTIFAMIL PARQUES DEL CANEY CLL 45 NO 83D 37","Conjuntos residenciales"
"00014182","CONJ MULTIFAMILIAR LOS CRISTALES CLUB RESID CRA 38","Conjuntos residenciales"
"00010258","CONJ MULTIFAMILIAR PARQUES DEL NOGAL CLL 66 N 8 27","Conjuntos residenciales"
"00003057","CONJ MULTIFAMILIAR TIERRA SANTA 1 APTOS CRA8F N166","Conjuntos residenciales"
"00009206","CONJ MULTIFAMILIAR TORRES DE ALICANTE CL59 1BIS 35","Conjuntos residenciales"
"00016294","CONJ MUTIF SANTA CLARA BLOQ ABYC MZ D KR29BNo12B31","Conjuntos residenciales"
"00006776","CONJ NUEVO BOSQUES DE ABAJAM 3 CR 13 ESTE N 36 231","Conjuntos residenciales"
"00015052","CONJ NUEVO TEJARES LIBERTADO","Conjuntos residenciales"
"00014141","CONJ PALMETTO CONDOMINIO CLUB CARRERA 19D 4 30","Conjuntos residenciales"
"00005411","CONJ PARQUE 175 CLUB RESIDENCIAL PH CL 173 N 18 60","Conjuntos residenciales"
"00021994","CONJ PARQUE 93 CONDOMINIO ET 2","Conjuntos residenciales"
"00015873","CONJ PARQUE CENTRAL AGORA ILL","Conjuntos residenciales"
"00026909","CONJ PARQUE LOS PERIODISTAS POPAYAN","Conjuntos residenciales"
"00017068","CONJ PARQUE RESID CIPRES DE NOVATERRA CRA6 NO12 85","Conjuntos residenciales"
"00016295","CONJ PARQUE RESID DEL CAFE KR20No 3N 00 SECT COLIS","Conjuntos residenciales"
"00000540","CONJ PARQUE RESID SANTA CLARA CRA 19 NO 25 NTE 50","Conjuntos residenciales"
"00017945","CONJ PARQUE RESIDENCIAL TIMIZA CRA 73 NO 42 16 SUR","Conjuntos residenciales"
"00006796","CONJ PARQUES DE BOGOTA NOGAL CL 80BIS SUR NO 9148","Conjuntos residenciales"
"00005858","CONJ PARQUES DE BOGOTA SAUCE CRA 94 SUR NO 83 50","Conjuntos residenciales"
"00015496","CONJ PEDREGAL RESERVADO TORRE 4 CRA 99 N 71A 37","Conjuntos residenciales"
"00017937","CONJ PONTEVEDRA CLUB RESIDENCIAL CRA 70D N 98A 05","Conjuntos residenciales"
"00016600","CONJ Q TORRES DE COMFANDI CARRERA 1A NO 56 94","Conjuntos residenciales"
"00005952","CONJ RES ALAMEDA DEL PORVENIR 1 ET CL55 SUR 104 48","Conjuntos residenciales"
"00006938","CONJ RES ALTORREAL EXT","Conjuntos residenciales"
"00011871","CONJ RES BALCONES DE SAN JUAN CALI","Conjuntos residenciales"
"00015783","CONJ RES BALCONES DE SANTACECILIA","Conjuntos residenciales"
"00001588","CONJ RES BALCONES DE VILLAS CAMPESTRE TV 3B 23 200","Conjuntos residenciales"
"00010106","CONJ RES CAMINO REAL IX ETAPA IV SECTOR CL9C 53 81","Conjuntos residenciales"
"00005039","CONJ RES CAMPINA DEL RESTREPO NUEVA GENERAC CR 24D","Conjuntos residenciales"
"00024523","CONJ RES COUNTRY CLUB HOUSE PH","Conjuntos residenciales"
"00021349","CONJ RES FUENTES DE CAMINO REAL ILL ET CL 11 50 39","Conjuntos residenciales"
"00001756","CONJ RES HACIENDA PENALISA BALSO PH CR 11 NO 11 43","Conjuntos residenciales"
"00025162","CONJ RES PARQUE CENTRAL BCH","Conjuntos residenciales"
"00004222","CONJ RES TIERRABUENA PORVENIR ET II","Conjuntos residenciales"
"00015468","CONJ RES VILLAS DE SAN PABLO M15","Conjuntos residenciales"
"00015164","CONJ RES VILLAS DEL MEDITERR 1 Y 2","Conjuntos residenciales"
"00027081","CONJ RESE DE CALIBIO EXTRAORDINARIA","Conjuntos residenciales"
"00012456","CONJ RESI BRISAS DE CHAMBERRY CRA 47 2A 75","Conjuntos residenciales"
"00006929","CONJ RESI BRISAS DE GIRARDOT ET 1 KM 2 VIA TOCAIMA","Conjuntos residenciales"
"00017966","CONJ RESID ALONDRA CALI CCOUNTRY VIA PCENTRAL254","Conjuntos residenciales"
"00004247","CONJ RESID ALTOS DE TIERRA SANTA PH CL 166 N 8D 44","Conjuntos residenciales"
"00007996","CONJ RESID AMERICAS CLUB ET 3 CRA 69D NO 1 70 SUR","Conjuntos residenciales"
"00006762","CONJ RESID ARANZOQUE REAL CL 7 7 50 FLORIDABLANCA","Conjuntos residenciales"
"00017309","CONJ RESID BALCONES DE GRANADA7 CUENTA NUEVA CL77B","Conjuntos residenciales"
"00016306","CONJ RESID BARLOVENTO I CALI CLL 1A OESTENo69 95","Conjuntos residenciales"
"00017313","CONJ RESID BOREAL PROPIEDAD HORIZONTAL CRA117 NO10","Conjuntos residenciales"
"00017315","CONJ RESID BOSQUE DE LOS COMUNEROS 1 ET PH CRA37 B","Conjuntos residenciales"
"00002723","CONJ RESID BOSQUES DE BOGOTA I CL 136C SUR N 3C 85","Conjuntos residenciales"
"00009092","CONJ RESID BOSQUES DE BOGOTA ILL CR 14 I N 136A 30","Conjuntos residenciales"
"00001591","CONJ RESID BRISAS DE SAN LORENZO CRA 85E NO 45 66","Conjuntos residenciales"
"00010852","CONJ RESID BRISAS DEL BOSQUE KM 14 VIA NOVILLEROS","Conjuntos residenciales"
"00016429","CONJ RESID BRISAS DEL MAR 1 TV 44 NO 99 C 70","Conjuntos residenciales"
"00018013","Conj Resid Calicanto Cll 42 95A 15","Conjuntos residenciales"
"00018017","CONJ RESID CAMINO REAL III ET CALI CRA 51 NO 9 60","Conjuntos residenciales"
"00001599","CONJ RESID CAMINO REAL IX SECTOR 3 CLL 9C NO 53 25","Conjuntos residenciales"
"00017318","CONJ RESID CAMINOS DE SANTAFE DIAGONAL 182 19 75","Conjuntos residenciales"
"00016068","CONJ RESID CAMINOS DEL PORVENIR II CL55 SUR 100 06","Conjuntos residenciales"
"00006358","CONJ RESID CAMINOS DEL PORVENIR ILL CL 55 SUR 102A","Conjuntos residenciales"
"00016310","CONJ RESID CARRILLON CALI CLL 5 NO 65 76","Conjuntos residenciales"
"00018027","CONJ RESID CASCADAS DE LA BOCHA CLL 46 113 29 CALI","Conjuntos residenciales"
"00003858","CONJ RESID CERRADO VILLAS DE ALCALA CRA 4 NO 20 00","Conjuntos residenciales"
"00018039","CONJ RESID CLARO DE LUNA CLL 14 OESTE NO 12 A 141","Conjuntos residenciales"
"00004098","CONJ RESID CLUB BALCONES DE STAFE CLL 182 NO 45 45","Conjuntos residenciales"
"00002706","CONJ RESID COLORES DE SANTA SOFIA CRA 85D NO 48 56","Conjuntos residenciales"
"00011475","CONJ RESID EDIFICIO CATALINA PH CLL 100 NO 13 41","Conjuntos residenciales"
"00018048","CONJ RESID EDIFICIO SERRANIA CR 26 NO 12 36 BMANGA","Conjuntos residenciales"
"00018049","CONJ RESID EDIFICIO VERDE COUNTRY CL 134 NO 13 80","Conjuntos residenciales"
"00010240","CONJ RESID FAISANES EXTRAORDI CRA88C NO 54C 29 SUR","Conjuntos residenciales"
"00001262","CONJ RESID GERONA DEL PORVENIR 2 CR 93B NO 34 15","Conjuntos residenciales"
"00018127","CONJ RESID LAS TORRES DE VIZCAYA PH CR 67 NO 97 96","Conjuntos residenciales"
"00002864","CONJ RESID LOS CARPATOS PH CTA NUEVA CR 82C 75A 65","Conjuntos residenciales"
"00002732","CONJ RESID MADEIRA CLUB HOUSE CRA 1 NO 4 B 07 ESTE","Conjuntos residenciales"
"00002741","CONJ RESID MONTECLARO CLL 2 7 129","Conjuntos residenciales"
"00029627","Conj Resid Monteclaro cuota fachada","Conjuntos residenciales"
"00009143","CONJ RESID NUEVA CASTILLA ETAPA 1 CLL 8C NO 87B 40","Conjuntos residenciales"
"00003735","CONJ RESID NUEVA CASTILLA ETAPA VI CL 8C NO 87B 75","Conjuntos residenciales"
"00005950","CONJ RESID NUEVO CONQUISTADORES AUSTRAL CALLE 32 A","Conjuntos residenciales"
"00018196","CONJ RESID NUEVO GIRARDOT CRA 6 28 48","Conjuntos residenciales"
"00003614","CONJ RESID NUEVO HORIZONTE CLL 167 NO 16 45","Conjuntos residenciales"
"00000942","CONJ RESID NUEVO HORIZONTE I KRA 13 N 31 H 40 SUR","Conjuntos residenciales"
"00006403","CONJ RESID NUEVO HORIZONTE PORVENIR II CRA 11 NO31","Conjuntos residenciales"
"00005453","CONJ RESID OKAVANGO CR 18 ESTE VIA A COVISAN FINCA","Conjuntos residenciales"
"00001768","CONJ RESID PARQ CENTRAL CIUDAD SALITRE CRA 63 NO22","Conjuntos residenciales"
"00007054","CONJ RESID PARQ CENTRAL TINTAL ET I CRA 98 NO 2 44","Conjuntos residenciales"
"00006838","CONJ RESID PARQ CENTRAL TINTAL ET IL CR98 NO 2A 44","Conjuntos residenciales"
"00009794","CONJ RESID PARQUE CENTRAL COLINA 2 CLL159 NO 56 75","Conjuntos residenciales"
"00018212","CONJ RESID PARQUE CENTRAL HAYUELOS CL 47 NO 44 152","Conjuntos residenciales"
"00002008","CONJ RESID PARQUE CENTRAL SALITRE ET IV CLL64A N57","Conjuntos residenciales"
"00008052","CONJ RESID PARQUE DE ATICOS TORRE V PH CLL 134 A","Conjuntos residenciales"
"00013753","CONJ RESID PLAZA CENTRAL TRES CLL 30 N NO 2 A 18","Conjuntos residenciales"
"00010116","CONJ RESID PORTAL DE NUEVA ANDREA CLL 44 NO 30 50","Conjuntos residenciales"
"00018250","CONJ RESID PORTAL DEL RIO AV SURABASTOS NO 26 02","Conjuntos residenciales"
"00001110","CONJ RESID PORVENIR RESERVADO 12 CLL 54F SUR 94 21","Conjuntos residenciales"
"00007848","CONJ RESID PORVENIR RESERVADO 5 CL52 SUR NO 92A 34","Conjuntos residenciales"
"00001771","CONJ RESID PORVENIR RESERVADO CASAS I CL50 SUR 98B","Conjuntos residenciales"
"00008686","CONJ RESID PUERTA DEL PORVENIR CLL 57A SUR 92A 51","Conjuntos residenciales"
"00017119","CONJ RESID RESERVA DE GRANADA III CTA NUEVA CLL78B","Conjuntos residenciales"
"00002788","CONJ RESID SENDERO DEL POLO CLUB CRA 103 NO 11 40","Conjuntos residenciales"
"00018356","CONJ RESID TARRAGONA BARRANQUILLA CLL 99C N 43 150","Conjuntos residenciales"
"00010993","CONJ RESID TORREMOLINOS CUOTA EXTRA","Conjuntos residenciales"
"00005461","CONJ RESID TORREON DE SANTAMARIA LA NUEVA PH CL 40","Conjuntos residenciales"
"00013767","CONJ RESID TORRES DE ALCALA I ET CLL 8 C NO 46 61","Conjuntos residenciales"
"00018370","CONJ RESID TORRES DE ALCALA I EXTRAS CL 8C N 46 61","Conjuntos residenciales"
"00013757","CONJ RESID TORRES DE ALCALA II ET CRA 47 NO 8B 55","Conjuntos residenciales"
"00009161","CONJ RESID TORRES DE ALMERIA CLL 15 A NO 68 A 35","Conjuntos residenciales"
"00007298","CONJ RESID TORRES DE ANDALUCIA PH CL 180 NO 12A 16","Conjuntos residenciales"
"00018371","CONJ RESID TORRES DE BADALONA CL 13 A BIS NO 80 45","Conjuntos residenciales"
"00001501","CONJ RESID TORRES DE CAMELOT CRA 37 NO 1 OESTE 46","Conjuntos residenciales"
"00013808","CONJ RESID TORRES DE CANAVERAL 1ET CLL31N NO 24 68","Conjuntos residenciales"
"00001719","CONJ RESID TORRES DE COMFANDI ET V CLL 55 NO 1 94","Conjuntos residenciales"
"00018374","CONJ RESID TORRES DE COMFANDI H CRA 1 B NO 57 102","Conjuntos residenciales"
"00001718","CONJ RESID TORRES DE COMFANDI IL ET CONJ K CRA 18","Conjuntos residenciales"
"00021238","CONJ RESID TORRES DE COMFANDI J","Conjuntos residenciales"
"00018503","CONJ RESID TORRES DE LA ALBORADA PH CLL 38 92 26","Conjuntos residenciales"
"00004953","CONJ RESID TORRES DE LA COLINA II CLL 152 NO 58 50","Conjuntos residenciales"
"00005292","CONJ RESID TORRES DE LA COLINA PH CLL 152 NO 58 51","Conjuntos residenciales"
"00002801","CONJ RESID TORRES DE SANTA ISABEL PH CLL 9 SUR 26","Conjuntos residenciales"
"00015715","CONJ RESID TORRES DEL BOSQUE P","Conjuntos residenciales"
"00018380","CONJ RESID TORRES DEL CIELO CRA 19 NO 6F 36 LOTE 5","Conjuntos residenciales"
"00000160","CONJ RESID TORRES DEL LAGO CL1 NO 1 169 EL LAGUITO","Conjuntos residenciales"
"00014191","CONJ RESID TORRES DEL LIMONAR CRA 72 NO 10 BIS 21B","Conjuntos residenciales"
"00021380","CONJ RESID TORRES DEL POBLADO CRA 18A NO 47D 83","Conjuntos residenciales"
"00008862","CONJ RESID TORRES DEL POBLADO PH","Conjuntos residenciales"
"00002923","CONJ RESID VEGAS DE TOLEDO CL 5 NO 45 121 MEDELLIN","Conjuntos residenciales"
"00016399","CONJ RESID VILLA NUEVA DE","Conjuntos residenciales"
"00002813","CONJ RESID VILLAS DE ALTAGRACIA CRA 1 NO 10C 55","Conjuntos residenciales"
"00004344","CONJ RESID VILLAS DE HATOCHICO 4 CRA 136A 151B 52","Conjuntos residenciales"
"00005508","CONJ RESID VILLAS DE HATOCHICO V CRA136A NO 151 02","Conjuntos residenciales"
"00018415","CONJ RESID VILLAS DE LA CANDELARIA AV 3E 62 N 93","Conjuntos residenciales"
"00018416","CONJ RESID VILLAS DE LA CASTELLANA CRA 52B 100 334","Conjuntos residenciales"
"00002814","CONJ RESID VILLAS DE LA PAMPA","Conjuntos residenciales"
"00004889","CONJ RESID VILLAS DE SAN ANDRES CLL 15 NO 28 20","Conjuntos residenciales"
"00018417","CONJ RESID VILLAS DE SAN JOAQUIN CRA 89 NO 18 61","Conjuntos residenciales"
"00014197","CONJ RESID VILLAS DE SAN JOAQUIN II CRA89 NO 18 72","Conjuntos residenciales"
"00018418","CONJ RESID VILLAS DE SAN MARTIN PH AV 3C NE 62N 77","Conjuntos residenciales"
"00013784","CONJ RESID VILLAS DEL INGENIO CRA 85 C NO 13 A 120","Conjuntos residenciales"
"00024265","CONJ RESIDEN OCOBOS PENALISA","Conjuntos residenciales"
"00001278","CONJ RESIDENCIAL ACACIA REAL II PH CR 54 NO 152 60","Conjuntos residenciales"
"00009202","CONJ RESIDENCIAL BOSQUES DE BOGOTA 2 CR 4N 136A 80","Conjuntos residenciales"
"00021346","CONJ RESIDENCIAL BOSQUES REAL CLL 50 NO 99A 66","Conjuntos residenciales"
"00000400","CONJ RESIDENCIAL BRISA CAMPESTRE CLL 3B NO 97A 05","Conjuntos residenciales"
"00005746","CONJ RESIDENCIAL BRISAS DE ABRIL","Conjuntos residenciales"
"00002805","CONJ RESIDENCIAL BRISAS DEL CERRO CLL 3A NO 92 116","Conjuntos residenciales"
"00012883","CONJ RESIDENCIAL BRISAS DEL LAGO CL 5 No 5 137","Conjuntos residenciales"
"00014074","CONJ RESIDENCIAL CAFAM II AGRUP 14","Conjuntos residenciales"
"00010926","CONJ RESIDENCIAL CALI BELLA 3 CLL 69 NO 7B BIS 12","Conjuntos residenciales"
"00000639","CONJ RESIDENCIAL CAMPESTRE REAL I CRA 101 NO 11 55","Conjuntos residenciales"
"00002261","Conj Residencial Edificio Toledo 48","Conjuntos residenciales"
"00002856","CONJ RESIDENCIAL GUADALUPE REAL CRA 53 NO 1 A 50","Conjuntos residenciales"
"00005280","CONJ RESIDENCIAL JOCKEY CLUB VI CLL 12A NO 108 71","Conjuntos residenciales"
"00002743","CONJ RESIDENCIAL NUEVA CASTILLA CRA 88D N 8C 31","Conjuntos residenciales"
"00002290","CONJ RESIDENCIAL NUEVA CASTILLA IL CL 8C NO 87B 90","Conjuntos residenciales"
"00001512","CONJ RESIDENCIAL NUEVA CASTILLA V CLL 8C NO 87B 15","Conjuntos residenciales"
"00014779","CONJ RESIDENCIAL NUEVO SUBA III PH","Conjuntos residenciales"
"00005423","CONJ RESIDENCIAL PIETRA SANTA PH CLL 167 NO 5625","Conjuntos residenciales"
"00022208","CONJ RESIDENCIAL PUERTO NUEVO PH CRA 57 NO 38 290","Conjuntos residenciales"
"00004192","CONJ RESIDENCIAL TABAKU CENTRAL CRA 82 A NO 6 11","Conjuntos residenciales"
